trial,model,decision,score,altscore,rt,distance,countA,countB,maxcount,maxspeed_front,maxspeed_back,correct_model,acc
AAAAAAAA,blca_k0_wi0.06_leak0_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0.1,0
AAAAAAAA,blca_k0_wi0.06_leak0_beta0.1,N,,,,4,8,0,8,1.0,1.0,snr_meandefault,0
AAAAAAAA,blca_k0_wi0.06_leak0_beta0.1,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.5,0
AAAAAAAA,blca_k0_wi0.06_leak0_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,information,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,abscount,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0_beta0.1,-1
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0.1,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,relcount,-1
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,naive,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0.1,-1
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0_beta0.1,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0,-1
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.25,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,snr,-1
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.06,-1
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0_beta0.1,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.125,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0.1,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,snr_meandefault,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.5,0
AAAAAAAA,likelihood_ratio,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0,0
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,information,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,abscount,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0_beta0.1,0
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,likelihood_ratio,0
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,relcount,0
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,naive,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0.1,0
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0_beta0.1,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0,0
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,lba_k0_d0.25,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,snr,0
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,lba_k0_d0.06,0
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0.1,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,lba_k0_d0.125,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0.1,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,snr_meandefault,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,lba_k0_d0.5,1
AAAAAAAA,blca_k0_wi0.125_leak0_beta0.1,A,1.0,0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,information,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,abscount,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0_beta0.1,0
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,likelihood_ratio,0
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,relcount,0
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0,0
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0.1,0
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0_beta0.1,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,lba_k0_d0.25,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,snr,0
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,lba_k0_d0.06,0
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0_beta0.1,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,lba_k0_d0.125,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0.1,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,snr_meandefault,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,lba_k0_d0.5,1
AAAAAAAA,naive,A,0.9375,0,3,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0.1,1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,information,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,abscount,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0_beta0.1,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,likelihood_ratio,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,relcount,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,naive,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0_beta0.1,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.25,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,snr,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.06,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0_beta0.1,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.125,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0.1,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,snr_meandefault,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.5,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0.1,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0.1,0
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,information,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,abscount,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0_beta0.1,0
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,likelihood_ratio,0
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,relcount,0
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,naive,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0.1,0
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0,0
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,lba_k0_d0.25,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,snr,0
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,lba_k0_d0.06,0
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0_beta0.1,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,lba_k0_d0.125,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0.1,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,snr_meandefault,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,lba_k0_d0.5,1
AAAAAAAA,blca_k0_wi0.25_leak0_beta0.1,A,1.0,0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0.1,1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,information,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,abscount,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0_beta0.1,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,likelihood_ratio,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,relcount,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,naive,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0.1,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0_beta0.1,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.25,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,snr,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.06,-1
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0_beta0.1,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.125,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0.1,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,snr_meandefault,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,lba_k0_d0.5,0
AAAAAAAA,blca_k0_wi0.06_leak0.2_beta0,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0.1,0
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,information,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0_beta0.1,0
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,likelihood_ratio,0
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,relcount,0
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,naive,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0.1,0
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0_beta0.1,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0,0
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,abscount,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,snr,0
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,lba_k0_d0.06,0
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0_beta0.1,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,lba_k0_d0.125,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0.1,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,snr_meandefault,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,lba_k0_d0.5,1
AAAAAAAA,lba_k0_d0.25,A,1.0,0.0,4,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0.1,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,information,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,abscount,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0_beta0.1,0
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,likelihood_ratio,0
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,relcount,0
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,naive,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0.1,0
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0_beta0.1,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,lba_k0_d0.25,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,snr,0
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,lba_k0_d0.06,0
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0_beta0.1,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,lba_k0_d0.125,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.125_leak0.2_beta0.1,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0.2_beta0,0
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,lba_k0_d0.5,1
AAAAAAAA,snr_meandefault,A,1.0,0.0,8,4,8,0,8,1.0,1.0,blca_k0_wi0.25_leak0.2_beta0.1,1
AAAAAAAA,snr,N,,,,4,8,0,8,1.0,1.0,information,0
AAAAAAAA,snr,N,,,,4,8,0,8,1.0,1.0,abscount,0
AAAAAAAA,snr,N,,,,4,8,0,8,1.0,1.0,blca_k0_wi0.06_leak0_beta0.1,-1
AAAAAAAA,snr,N,,,,4,8,0,8,1.0,1.0,likelihood_ratio,-1
AAAAAAAA,snr,N,,,,4,8,0,8,1.0,1.0,snr_meandefault,0
